Vsevolod,Apothecary,Artemovich,47,'SouthTushinoKhimkiBoulevard7',79153547059,Apothecary47@aport.ru,10969919
Taras,Vitinsky,Egorovich,48,'SouthTushinoKhimkiBoulevardBuilding11',79154053766,Vitinsky48@inbox.ru,11096403
Lidia,Mosyakova,Davidovna,25,'DolgoprudnyMayDaystreet2building2',79154053948,Mosyakova25@rambler.ru,11342198
Evgeny,Kozhevnikov,Miroslavovich,55,'DolgoprudnyMayDaystreet2building2',79154054075,Kozhevnikov55@inbox.ru,11466345
Lyudmila,Korotchenko,Germanovna,27,'DolgoprudnyiMayDaystreet2building2',79154402379,Korotchenko27@gmail.com,11700449
Modest,Pystogi,Erofeevich,68,'DolgoprudnyMayDaystreet2building2',79154957512,Pystogi68@rambler.ru,12162967
Lydia,Kosinova,Vsevolodovna,18,'DolgoprudnyMayDaystreet2building2',79154957648,Kosinova18@inbox.ru,12216578
Anfisa,Sulimova,Vsevolodovna,14,'DolgoprudnyMayDaystreet2building2',79154958428,Sulimova14@inbox.ru,12340164
Semyon,Radostin,Adrianovich,4,'DolgoprudnyMayDaystreet2building2',79161001837,Radostin4@gmail.com,12509299
Valentin,Zavrazhin,Yurievich,25,'DolgoprudnyMayDaystreet2building2',79161454977,Zavrazhin25@aport.ru,12938781
Kim,Enotov,Samsonovich,25,'DolgoprudnyMayDaystreet2building2',79162375122,Enotov25@aport.ru,13041179
Lyudmila,Ratnikova,Daniilovna,25,'DolgoprudnyMayDaystreet2building2',79162404455,Ratnikova25@rambler.ru,13242505
Tatyana,Gunina,Iosifovna,27,'DolgoprudnyMayDaystreetBuilding7building1',79163369790,Gunina27@inbox.ru,13484355
Antip,Yubkin,Karlovich,84,'DolgoprudnyMayDaystreetBuilding7building1',79163369843,Yubkin84@mail.ru,13985040
Moses,Dubinin,Nazarovich,19,'DolgoprudnyMayDaystreetBuilding7building1',79163369878,Dubinin19@gmail.com,13986867
Ekaterina,Ivanina,Ilyevna,8,'DolgoprudnyMayDaystreetBuilding7building1',79163377737,Ivanina8@gomail.com.ua,14244662
Nikolay,Volodin,Feliksovich,93,'DolgoprudnyMayDaystreetBuilding7building1',79164049990,Volodin93@gmail.com,14357741
Rostislav,Tobolenko,Artemovich,38,'DolgoprudnyMayDaystreetBuilding7building1',79164520543,Tobolenko38@gmail.com,14530151
Elizaveta,Goremykina,Gennadievna,66,'DolgoprudnyMayDaystreetBuilding7building1',79164665669,Goremykina66@inbox.ru,15152671
Elizaveta,Zhdanova,Ivanovna,8,'DolgoprudnyMayDaystreetBuilding7building1',79164739784,Zhdanova8@rambler.ru,15163209
Emilia,Shashlova,I.,61,'DolgoprudnyMayDaystreetBuilding7building1',79164756358,Shashlova61@gmail.com,15179049
Nikanor,Lyalushkin,Natanovich,95,'DolgoprudnyMayDaystreetBuilding7building1',79164957361,Lyalushkin95@sendmail.ru,15216025
Matvey,Kolyshchinsky,Klimentovich,86,'DolgoprudnyMayDaystreetBuilding7building1',79164962481,Kolyshchinsky86@gmail.com,15627501
Anfisa,Zaplina,Ilyevna,69,'DolgoprudnyMayDaystreetBuilding7building1',79165038805,Zaplina69@gmail.com,16078412
Inessa,Tankova,Petrovna,67,'DolgoprudnyMayDaystreetBuilding7building1',79166216419,Tankova67@inbox.ru,16092280
Zlata,Shabanova,Davidovna,14,'DolgoprudnyMayDaystreetBuilding7building1',79166674998,Shabanova14@mail.ru,16136300
Zinaida,Mosentsova,Fedotovna,19,'DolgoprudnyMayDaystreetBuilding7building1',79167312457,Mosentsova19@gmail.com,16437287
Daniil,Notovich,Svyatoslavovich,3,'DolgoprudnyMayDaystreet5building3',79167635803,Notovich3@sendmail.ru,16444373
Avdey,Notovitch,Sigizmuntovich,75,'DolgoprudnyMayDaystreet5building3',79167747510,Notovitch75@rambler.ru,16447212
Andrey,Kolbin,Evgrafovich,1,'DolgoprudnyMayDaystreet5building3',79220311141,Kolbin1@inbox.ru,16583091
Bronislava,Wright,Iosifovna,63,'DolgoprudnyMayDaystreet5building3',79221778397,Wright63@rambler.ru,16677020
Kristina,Kovshevnikova,Hilarionovna,26,'DolgoprudnyMayDaystreet5building3',79222182812,Kovshevnikova26@rambler.ru,16738174
Andrey,Smyshlyaev,Emilevich,59,'DolgoprudnyMayDaystreet5building3',79222282391,Smyshlyaev59@rambler.ru,16738990
Polycarp,Kulchitsky,Matveyevich,8,'DolgoprudnyMayDaystreet5building3',79222282566,Kulchitsky8@rambler.ru,17283336
Evsei,Votyakov,Karlovich,84,'GolyanovoBaikalskayastreet16building3',79226200380,Votyakov84@gmail.com,17292244
Ilya,Yesipov,Ilyevich,99,'GolyanovoBaikalskayaStreetBuilding16Building4',79227064855,Yesipov99@gmail.com,17743536
Kazimir,Khadeev,Markovich,22,'Kosino-UkhtomskyKamovsthouse1',79227242194,Khadeev22@inbox.ru,17876349
Emil,Tolstobrov,Ipatievich,99,'Kosino-UkhtomskyKamovstreethouse3',79236409000,Tolstobrov99@rambler.ru,18011408
Artur,Eliseev,Vladimirovich,7,'Kosino-UkhtomskyKamovstreethouse22building1',79250111734,Eliseev7@gmail.com,18238359
Vladimir,Kirsanov,Eremeevich,99,'Kosino-UkhtomskyKamovstreethouse22building2',79250253084,Kirsanov99@sendmail.ru,18256450
Efrosinya,Beschastnykh,Nikolaevna,15,'Kosino-UkhtomskyKamovstreethouse24building1',79250282945,Beschastnykh15@sendmail.ru,18266864
Svetlana,Yemelyanova,Igorevna,14,'PerovoAnosovsthouse7',79250444000,Yemelyanova14@sendmail.ru,18380033
Valeria,Budylina,Gennadievna,41,'PerovoAnosovsthouse9',79250844000,Budylina41@sendmail.ru,18421024
Trofimovna,Milina,Milina,48,'PerovoAnosovsthouse11',79250845000,Milina48@aport.ru,18557579
